,SMILES,FP,FP array
643,COc1ccc(C(OCCC(=O)OC[C@@H]2C[C@@H](OP(OCCC#N)N(C(C)C)C(C)C)CN2C(=O)CCCCCCCCCCC(=O)CC(COCCC(=O)CCCCCC(=O)CCCCOC2OC(COC(C)=O)C(OC(C)=O)C(C)C2C)(COCCC(=O)CCCC(=O)CCCCOC2OC(COC(C)=O)C(OC(C)=O)C(C)C2C)COCCC(=O)NCCCNC(=O)CCCCOC2OC(COC(C)=O)C(OC(C)=O)C(C)C2C)(c2ccccc2)c2ccc(OC)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b040>,[0 1 0 ... 0 0 0]
644,CCCC(=O)NC1CCCC(C)NCC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b0b0>,[0 0 0 ... 0 0 0]
645,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NC[C@H]1NC(=O)CCC(=O)C[C@@H](Cc3ccc(-c4ccccc4)cc3)NC(=O)[C@@H]3C[C@@H](C)CN3C(=O)[C@H](C(C)(C)C)NC(=O)COCCNC1=O)c1nnc(C)n1-2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b120>,[0 0 0 ... 0 0 0]
646,O=C(Cc1cc(F)c(F)cc1F)n1ccnc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b190>,[0 0 0 ... 0 0 0]
647,CC#CC1(O)CCN(C(=O)OCc2ccccc2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b200>,[0 0 0 ... 0 0 0]
648,NC(=O)CC(=O)c1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b270>,[0 0 0 ... 0 0 0]
649,CCCCCC(=O)N[C@H]1CSCc2cc(cc(CN3CCN(C(=O)COCCOCCN)CC3)c2)CSC[C@@H](C(=O)NC(CC(=O)O)C(N)=O)NC(=O)C(Cc2ccccc2)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b2e0>,[0 1 0 ... 0 0 0]
650,CC1(C)c2ccccc2-c2ccc(N(c3ccccc3)c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(C5CCCCC5)ccc3-4)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b350>,[0 0 1 ... 0 0 0]
651,CC1(C)c2ccccc2-c2ccc(N(c3ccc(C4CCCCC4)cc3)c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3ccccc3-4)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b3c0>,[0 0 1 ... 0 0 0]
652,CC1(C)c2ccccc2-c2ccc(N(c3ccc(C4CCCCC4)cc3)c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(C5CCCCC5)ccc3-4)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b430>,[0 0 1 ... 0 0 0]
653,CN(c1ncc2cc(C(=O)Nc3cc[nH]c3)ccc2n1)C1CCNCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b4a0>,[0 0 0 ... 0 0 0]
654,CN(C(=O)c1ccc2nc(N(C)C3CCNCC3)ncc2c1)c1cc[nH]c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b510>,[0 0 0 ... 0 0 0]
655,CN(C(=O)c1ccc2nc(N(C)C3CCNCC3)cnc2c1)c1cc[nH]c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b580>,[0 0 0 ... 0 0 0]
656,CN(C(=O)c1ccc2cc(N(C)C3CCNCC3)ccc2n1)c1cc[nH]c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b5f0>,[0 0 0 ... 0 0 0]
657,CN(C(=O)c1ccc2nc(N(C)C3CCNCC3)ccc2c1)c1cc[nH]c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b660>,[0 0 0 ... 0 0 0]
658,COC(=O)c1cc(F)c2nc(N3CCN(CCc4c(-c5ccccc5OC)noc4C4CC4)CC3)sc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b6d0>,[0 0 0 ... 0 0 0]
659,COC(=O)CC1CCC(Nc2cc(-c3ccc4cc(C#N)cnn34)ncc2-c2nnc(N3C[C@H]4CC[C@@H](C3)C4NC(C)=O)s2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b740>,[0 0 0 ... 0 0 0]
660,CCCC(=O)c1cc(N=[N+]=[N-])cc(N=[N+]=[N-])c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b7b0>,[0 0 0 ... 0 0 0]
661,CCCC(=O)c1cc(-n2cc(-c3ccc(C(=O)O)c(C)c3)nn2)nc(-n2cc(-c3ccc(C(=O)O)c(C(F)(F)F)c3)nn2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b820>,[0 0 0 ... 0 0 0]
662,c1ccc(-c2ccc(N(c3ccc(-c4ccc5c(c4)oc4ccccc45)cc3)c3ccc(-c4cccc5c4oc4c5ccc5sc6ccccc6c54)cc3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b890>,[0 0 0 ... 0 0 0]
663,c1ccc(-c2ccc(N(c3ccc(-c4cccc5c4oc4c5ccc5sc6ccccc6c54)cc3)c3ccc(-c4cccc5c4sc4ccccc45)cc3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b900>,[0 0 0 ... 0 0 0]
664,c1ccc(-c2ccc(N(c3ccc(-c4ccc5sc6ccccc6c5c4)cc3)c3ccc(-c4cccc5c4oc4c5ccc5sc6ccccc6c54)cc3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b970>,[0 0 0 ... 0 0 0]
665,c1ccc(-c2ccc(N(c3ccc(-c4cccc5c4-c4ccccc4C5)cc3)c3ccc(-c4cccc5c4oc4c5ccc5sc6ccccc6c54)cc3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063b9e0>,[0 0 0 ... 0 0 0]
666,Cc1cc(Nc2ncc(C)c(Cc3ccc(Cl)c(CS(=O)(=O)C(C)(C)C)c3)n2)c(F)cc1C1CCN(C)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063ba50>,[0 0 0 ... 0 0 0]
667,CO[C@@H]1C[C@@H](C(=O)N(C)Cc2ccc(-c3sc(C)nc3C)cc2)N(C(=O)[C@H](C)N(C)C)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bac0>,[0 1 0 ... 0 0 0]
668,CN[C@H](CC(C)C)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bb30>,[0 1 0 ... 0 0 0]
669,CNC(CC(C)C)C(=O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bba0>,[0 1 0 ... 0 0 0]
670,Cc1ccc(CNC(=O)N(Cc2ccc(F)cn2)[C@H]2CCN(C(=O)OC(C)(C)C)CC23CC3)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bc10>,[0 0 0 ... 0 0 0]
671,C1=Cc2c(c3cc(C4=CC5C6=C(CCC(c7ccc8c(c7)c7c(n8-c8ccccc8)C=CC(C8=Cc9c(oc%10ccc(-c%11ccc%12c(c%11)c%11ccccc%11n%12C%11CCc%12oc%13ccc(-n%14c%15ccccc%15c%15cc(C%16=CC%17c%18cc(C%19=CC=C%20C(C%19)c%19cc(-c%21ccc%22oc%23ccc(-c%24ccc%25c(c%24)c%24ccccc%24n%25-c%24ccccc%24)cc%23c%22c%21)ccc%19N%20c%19ccccc%19)ccc%18OC%17C=C%16)ccc%15%14)cc%13c%12C%11)cc9%10)CC8)C7)=C6)OC5C=C4)ccc3n2-c2ccccc2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bc80>,[0 0 0 ... 0 0 0]
672,CC1(C)/C(=C\C=C2/CCCC(/C=C/C3N(CCCCS(=O)(=O)O)c4ccccc4C3(C)C)=C2SC[C@@H](NC(=O)[C@@H](CC(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCCCCC(=O)CC[C@H](NC(=O)NCCCC(=O)O)C(=O)O)Cc2ccccc2)C(=O)O)N(CCCCS(=O)(=O)O)c2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bcf0>,[0 1 0 ... 0 0 0]
673,CCOC(=O)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CCC(C)(CN4C[C@H]5CC[C@@H]4C5)C3)CC2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bd60>,[0 0 0 ... 0 0 0]
674,Cc1cc(CNC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CCC(C)(CN5C[C@H]6CC[C@@H]5C6)C4)CC3)cc2)ccc1N[C@H](CCN1CCOCC1)CSc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bdd0>,[0 1 0 ... 0 0 0]
675,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCC(=O)N2C[C@@H]3C[C@H]2CN3CC2(C)CCC(c3ccc(Cl)cc3)=C(CN3CCN(c4ccc(C(=O)CS(=O)(=O)c5ccc(C[C@H](CCN6CCOCC6)CSc6ccccc6)c(S(C)(=O)=O)c5)cc4)CC3)C2)C(C)(C)C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063be40>,[0 1 0 ... 0 0 0]
676,Cc1nc(C)c(CCC(=O)N2CC(=O)Nc3cc(F)c(C)cc32)c(=O)[nH]1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063beb0>,[0 0 0 ... 0 0 0]
677,CC(=O)CCC(=O)C1=C[C@@H](Oc2cc(F)ccc2Br)[C@H](O)[C@H](O)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bf20>,[0 0 0 ... 0 0 0]
678,Cc1cccc(Oc2nc(NC(=O)C(=O)O)c(C(=O)Cc3ccc4ccccc4c3)s2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x14750063bf90>,[0 0 0 ... 0 0 0]
679,c1ccc(N(c2ccccc2)c2ccc3cc4c(cc3c2)sc2c4c3ccc(N(c4ccccc4)c4ccccc4)c4c5sc6ccccc6c5n2c34)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3040>,[0 0 0 ... 0 0 0]
680,CC(C)OCCOCCCC(=O)OCC1C2CCc3nnn(CCOCCOCC(=O)C(C)C)c3CCC21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d30b0>,[0 1 0 ... 0 0 0]
681,Clc1ccc(-n2c3ccccc3c3ccc4c5ccccc5sc4c32)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3120>,[0 0 0 ... 0 0 0]
682,CC(C)C[C@H](CC(=O)c1cc2ccccc2s1)C(=O)N[C@@H](C[C@@H]1CCCNC1=O)C(=O)C(=O)NCc1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3190>,[0 1 0 ... 0 0 0]
683,Cc1cc(C(=O)N2CC3COc4c(cn(C)c4C(=O)Cc4ccc(F)c(C)c4)S(=O)(=O)NC3C2)no1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3200>,[0 0 0 ... 1 0 0]
684,C1CCC2C(C1)SC1CCC3C4CCCC(C5CCC(N6C7CCCCC7C7CCCCC76)CC5)C4OC3C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3270>,[0 0 1 ... 0 0 1]
685,C1CCC2C(C1)OC1CCCCC1N2C1CCC(C2CCCC3C4CCC5SC6CCCCC6C5C4OC23)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d32e0>,[0 0 1 ... 0 0 1]
686,C1CCC2C(C1)SC1CCC3C4CCCC(C5CCC(N6C7CCCCC7SC7CCCCC76)CC5)C4OC3C12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3350>,[0 0 1 ... 0 0 1]
687,CC1(C)C2CCCCC2N(C2CCC(C3CCCC4C5CCC6SC7CCCCC7C6C5OC34)CC2)C2CCCCC21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d33c0>,[0 0 1 ... 0 0 1]
688,C1CCC(N(C2CCCC(C3CCCC4C5CCC6SC7CCCCC7C6C5OC34)C2)C2CCC3C4CCCCC4C(C4CCCCC4)(C4CCCCC4)C3C2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3430>,[0 0 1 ... 0 0 0]
689,CC(C)(C)OC(=O)CCCCc1cccc(C(=C2CCN(C(=O)N3CC[C@@H]4OCC(=O)N[C@@H]4C3)CC2)c2ccccc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d34a0>,[0 0 0 ... 0 0 0]
690,Bc1cc2oc(-c3c(C(F)(F)F)cc(N)cc3C(F)(F)F)nc2cc1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3510>,[0 0 0 ... 0 0 0]
691,CO/N=C(/N)c1cc(C(Oc2ccc3nc(C)sc3c2)c2nnco2)ncc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3580>,[0 1 0 ... 0 0 0]
692,CC(F)(F)CN1C(=O)C2=C(C(c3cccc(NC=O)c3)=NC2)C1c1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d35f0>,[0 0 0 ... 0 0 0]
693,CC(=O)Nc1cccc(C2=NCC3=C2C(c2ccc(Cl)cc2)N(CC(C)(F)F)C3=O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3660>,[0 0 0 ... 0 0 0]
694,C=CC(/C=C\C=C(\C)CC)[N+](=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d36d0>,[0 1 0 ... 0 0 0]
695,CC1O[C@@H](C)C(C)[C@H](OCc2ccccc2)C1O[C@H]1OC(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)[C@@H](C)[C@H](P[B]B=O)C1N=[N+]=[N-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3740>,[0 0 0 ... 1 0 0]
696,CCCC(CCC)N1CCn2nc(-c3c(C)cc(Cl)cc3C)c3nc(C)cc1c32,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d37b0>,[0 1 0 ... 0 0 0]
697,N#CCc1ccc(CC2CCC3(CCNC3)C2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3820>,[0 0 0 ... 0 0 0]
698,N#CCc1ccc(CC2CCC3(CCN(c4ncnc5sc(CC(F)(F)F)cc45)C3)C2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3890>,[0 0 0 ... 0 0 0]
699,CCCCCCCCCCCCCCCCCCOc1cc(COc2ccc3cc(C(O)c4ccc(C)cc4)ccc3c2)cc(OCCCCCCCCCCCCCCCCCC)c1OCCCCCCCCCCCCCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3900>,[0 1 0 ... 0 0 0]
700,[C-]#[N+]c1ccc(Cc2ccc(C(=C)O)cc2)s1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3970>,[0 0 0 ... 0 0 0]
701,Cn1cc(-c2cnn3c(-c4ccc(CC(=O)Cc5cc(C(C)(C)C(F)(F)F)on5)cc4)cnc3c2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d39e0>,[0 0 0 ... 0 0 0]
702,CC(=O)ON1CCCC(P(=O)(CCc2ccccc2)OCc2ccc([N+](=O)[O-])s2)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3a50>,[0 0 0 ... 0 1 0]
703,Oc1cccc(CCc2cncc(Br)c2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3ac0>,[0 0 0 ... 0 0 0]
704,C1CCC(C2CCC(N(C3CCC(C4CC5CCCCC5C5CCCCC45)CC3)C3CCCC4C5CCC6OC7CCCCC7C6C5OC43)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3b30>,[0 0 1 ... 0 0 1]
705,C1CCC(C2CCC(N(C3CCC(C4CCC5C(CCC6CCCCC65)C4)CC3)C3CCCC4C5CCC6OC7CCCCC7C6C5OC43)CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3ba0>,[0 0 1 ... 0 0 1]
706,C1CCC2CC(C3CCC(N(C4CCC(C5CCC6CCCCC6C5)CC4)C4CCCC5C6CCC7OC8CCCCC8C7C6OC54)CC3)CCC2C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3c10>,[0 0 0 ... 0 0 1]
707,C=CC(=O)N1CCN(C2NC(=O)N3C4NC(C(F)CC24)N2C=C(CCCOC4CCNC(C(C)C)C43)NN2)CC1CC#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3c80>,[0 1 0 ... 0 0 0]
708,C=CC(=O)N1CCN(C2NC(=O)N3C4NC(C(F)CC24)N2NNC=C2CCCOC2CCNC(C(C)C)C23)CC1CC#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3cf0>,[0 1 0 ... 0 0 0]
709,C=CC(=O)N1CCN(C2NC(=O)N3C4NC(C(F)CC24)C2CNNN2CCCOC2CCNC(C(C)C)C23)CC1CC#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3d60>,[0 1 0 ... 0 0 0]
710,C[C@@H]1C=C(OCCCS(C)(=O)=O)C=C[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3dd0>,[0 0 0 ... 0 0 0]
711,Cc1ccc(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)cc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3e40>,[0 0 0 ... 0 0 0]
712,C[C@@H]1C=C(OCCCC2CCN(C(=O)OC(C)(C)C)CC2)C=C[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3eb0>,[0 0 0 ... 0 0 0]
713,CC(C)CC1C2CCC#CCCC21O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3f20>,[0 1 0 ... 0 0 0]
714,CCCS(=O)(=O)Cc1ccc(F)c(C(=O)NC2CCC(Nc3cc(C(F)(F)F)nc4ccc(Cl)cc34)CC2)c1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d3f90>,[0 0 0 ... 0 0 0]
715,CCC(=O)N(C1CCC(C)CC1)[C@H]1C[C@@H](C(=O)OC)N(C(=O)OC(C)(C)C)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8040>,[0 0 0 ... 0 0 0]
716,C=c1ccc(=C)c2c1C(=O)N(C[C@@H](C)N)C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d80b0>,[0 1 0 ... 0 0 0]
717,O=C(NCc1cccnc1)Nc1ccc(S(=O)(=O)CCc2ccccc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8120>,[0 0 0 ... 0 0 0]
718,BB=S(=BB)(B(B)B)C(=O)CNC(=O)C(CC(=O)CNC(=O)C(CCC(=O)NCC(=O)CC(CC(C)C)C(=O)NCC(=O)P(B)C)CC(=O)CCC(NC(=O)CNC(=O)C(CC(=O)CNC(=O)OC(C)(C)C)CC(C)C)C(=O)OC(C)(C)C)CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8190>,[0 1 0 ... 0 0 0]
719,CSc1cnc(CCC[C@H](C)CNC(=O)OC(C)(C)C)nc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8200>,[0 1 0 ... 0 0 0]
720,O=C(O)c1ccccc1CS(=O)(=O)c1ccc(Cl)c(N2C(=O)Cc3sccc3C2=O)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8270>,[0 0 0 ... 0 0 0]
721,COCCCC(=O)c1cc(COC(=O)N2c3cc(OCCCOc4cc5c(cc4C)C(=O)N4C=C(c6ccc(OC)cc6)C[C@H]4C(O)N5C(=O)OCc4ccc(O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)c(C(=O)CCCOCCOCCOCCOCCOCCON)c4)c(OC)cc3C(=O)N3C=C(c4ccc(C)cc4)C[C@H]3C2O)ccc1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d82e0>,[0 0 0 ... 0 0 0]
722,COCCCC(=O)c1cc(COC(=O)N2c3cc(OCCCOc4cc5c(cc4C)C(=O)N4C=C(c6ccc(OC)cc6)C[C@H]4C(O)N5C(=O)OCc4ccc(O[C@@H]5O[C@H](C)[C@@H](C)[C@H](OC(C)=O)[C@H]5OC(C)=O)c(C(=O)CCCOCCOCCOCCOCCOCCON(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c4)c(OC)cc3C(=O)N3C=C(c4ccc(C)cc4)C[C@H]3C2O)ccc1O[C@@H]1O[C@H](C)[C@@H](C)[C@H](OC(C)=O)[C@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8350>,[0 0 0 ... 0 0 0]
723,COCCCC(=O)c1cc(COC(=O)Nc2cc(OCCCOc3cc(NC(=O)OCc4ccc(O[C@@H]5O[C@H](C)[C@@H](C)[C@H](OC(C)=O)[C@H]5OC(C)=O)c(C(=O)CCCOCCOCCOCCOCCOCCON(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c4)c(C(=O)N4C=C(c5ccc(OC)cc5)C[C@H]4CO)cc3C)c(OC)cc2C(=O)N2C=C(c3ccc(C)cc3)C[C@H]2CO)ccc1O[C@@H]1O[C@H](C)[C@@H](C)[C@H](OC(C)=O)[C@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d83c0>,[0 0 0 ... 0 0 0]
724,CNCCCCCCCC(=O)CCC(Cc1ccccc1)C(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8430>,[0 1 0 ... 0 0 0]
725,CNC(Cc1c[nH]c2ccccc12)C(=O)CC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)CC(CSC)OC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d84a0>,[0 1 0 ... 0 0 0]
726,NC(=O)CC[C@H](NC(=O)[C@@H]1Cc2cccc3c2N1C(=O)[C@@H](NC(=O)c1cc2cc(C(F)(F)P(=O)(O)O)cc(C(=O)N4CCC(CCCCC#Cc5cccc6c5CN(C5CCC(=O)NC5=O)C6=O)CC4)c2s1)CC3)C(=O)CC(c1ccccc1)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8510>,[0 1 0 ... 0 0 0]
727,CCC1CC(C(=O)CCCNC)C[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)C(O[C@@H](CC3CCCCC3)C(=O)O)C2NC(C)=O)[C@@H]1O[C@@H]1OC(C)[C@@H](O)[C@H](O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8580>,[0 1 1 ... 0 0 0]
728,CCC1CC(C(=O)CCCNC)C[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)C(O[C@@H](CC3CCCCC3)C(=O)N3CCC3)C2NC(C)=O)[C@@H]1O[C@@H]1OC(C)[C@@H](O)[C@H](O)C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d85f0>,[0 1 1 ... 0 0 0]
729,CC[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H]1CCOc2c(-c3cccc4c3OCC[C@H]4NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](C)NC)C3CCCC3)cccc21)C1CCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8660>,[0 1 0 ... 0 0 0]
730,C=C(OC)C(C)(C)C(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d86d0>,[0 0 0 ... 0 0 0]
731,Fc1ccc2nc(-c3ccncc3)nc(Nc3ccc4c(c3)C=CC4)c2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8740>,[0 0 0 ... 0 0 0]
732,CCNC(=O)C1CSSC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d87b0>,[0 0 0 ... 0 0 0]
733,NS(=O)(=O)c1ccc(-n2nc(CCCCC(=O)CC3CCCCCC3)cc2-c2ccccc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8820>,[0 0 1 ... 0 0 0]
734,CCn1ncc(CN(C)C(=O)c2nc(-c3cc(Cl)cc(CNC4CCCCC4)c3)nc3ccc(C)cc23)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8890>,[0 0 1 ... 0 0 0]
735,BP(C)C(=O)CNC(=O)C(CC(=O)CN)CC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8900>,[0 1 0 ... 0 0 0]
736,[2H]c1c([2H])c([2H])c(-c2nc(-c3c([2H])c([2H])c([2H])c(C)c3[2H])nc(-c3c([2H])c(-c4ccc(-c5ccccc5)cc4)c([2H])c(-c4cccc5c4oc4ccccc45)c3[2H])n2)c([2H])c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8970>,[0 0 0 ... 0 0 0]
737,[2H]c1c([2H])c([2H])c(-c2nc(-c3c([2H])c([2H])c([2H])c(C)c3[2H])nc(-c3c([2H])c([2H])c([2H])c(-c4cccc5c4oc4c(-c6ccc(-c7ccccc7)cc6)cccc45)c3[2H])n2)c([2H])c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d89e0>,[0 0 0 ... 0 0 0]
738,[2H]c1c([2H])c([2H])c(-c2nc(-c3c([2H])c([2H])c([2H])c(C)c3[2H])nc(-c3c([2H])c(-c4ccccc4)c([2H])c(-c4cccc5c4sc4c(-c6ccc(-c7ccccc7)cc6)cccc45)c3[2H])n2)c([2H])c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8a50>,[0 0 0 ... 0 0 0]
739,CS(=O)(=O)N1CCN(c2ccc(CC3=C(Cl)C(=O)c4ncccc4C3=O)cc2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d8ac0>,[0 0 0 ... 0 0 0]
