,SMILES,FP,FP array
213,Cc1ccc2c3c([nH]c2c1)C(Cc1c(O)c(C)cc(O)c1C(C)C)=NCC3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005ee190>,[0 1 0 ... 0 0 0]
214,CC1=CC(O)=C(C(C)C)C(CC2=NCCc3c2[nH]c2cc(C)ccc32)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559eb0>,[0 1 0 ... 0 0 0]
215,CC(=O)CC1=NC(c2cn(-c3ccccc3)nc2-c2ccc(C)o2)n2c(nc3ccccc32)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559e40>,[0 0 0 ... 0 0 0]
216,CCC(=O)c1ccc([18F])cc1-c1nncnn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559dd0>,[1 0 0 ... 0 0 0]
217,Cc1cc(NC(=O)N2CCc3nn4c(c3C2)-c2nocc2CC(CO)C4)ccc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559d60>,[0 0 0 ... 0 0 0]
218,C[C@@H]1OCC2(CCCCC2)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559cf0>,[0 0 1 ... 0 0 0]
219,C[C@@H](O)C(O)C1(C(=O)O)CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559c80>,[0 1 1 ... 0 0 0]
220,C[C@@H](O[Si](C)(C)C(C)(C)C)C(O)C1(C(=O)O)CCCCC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559c10>,[0 1 1 ... 0 0 0]
221,CC(=O)/C=C/c1ccc(CN(C)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559ba0>,[0 0 0 ... 0 0 0]
222,CC(=O)/C=C/c1ccc(CN(C2CC2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559b30>,[0 0 0 ... 0 0 0]
223,CC(=O)/C=C/c1ccc(CN(c2ccccc2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559ac0>,[0 0 0 ... 0 0 0]
224,CC(=O)/C=C/c1ccc(CN(C2CCCC2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559a50>,[0 0 0 ... 0 0 0]
225,CC(=O)/C=C/c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2cc(F)c(F)c(F)c2F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005599e0>,[0 0 0 ... 0 0 0]
226,OCCN1/C(=C\C=C\C=C\c2cc[n+](CCO)c3cc(Br)ccc23)Sc2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559970>,[0 0 0 ... 0 0 0]
227,c1cc(-c2cccc3oc4ccccc4c23)cc(N(c2ccc(-c3cccc4sc5ccccc5c34)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559900>,[0 0 0 ... 0 0 0]
228,c1ccc2c(c1)sc1c(-c3ccc(N(c4ccc(-c5cccc6c5sc5ccccc56)cc4)c4cccc5sc6ccccc6c45)cc3)cccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559890>,[0 0 0 ... 0 0 0]
229,c1ccc2c(c1)sc1cc(-c3ccc(N(c4ccc(-c5cccc6c5sc5ccccc56)cc4)c4cccc5sc6ccccc6c45)cc3)ccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559820>,[0 0 0 ... 0 0 0]
230,CC(C)[C@@]1(C(=O)C[C@@H](CC(=O)OCC2CCCC2)C(=O)CF)CC(c2nccc3ccccc23)=NO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005597b0>,[0 1 0 ... 0 0 0]
231,Cc1cc(C(=O)O)c(N)c(I)c1-c1ccc(F)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559740>,[0 0 0 ... 0 0 0]
232,CC[C@H](CN(C)C)OS(C)(=O)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559190>,[0 1 0 ... 0 0 0]
233,CCCS(=O)(=O)Cc1cccc(S(=O)(=O)c2ccc(CC(=O)CCc3cccnc3)cc2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005594a0>,[0 0 0 ... 0 0 0]
234,CC(F)(F)c1ccc(N2CCN(C(=O)Cc3ccc(C4CC4)cc3)CC2)nn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005595f0>,[0 0 0 ... 0 0 0]
235,CC(F)(F)c1ccc(N2CCN(C(=O)Cc3ccc(NS(C)(=O)=O)cc3)CC2)nn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559f90>,[0 0 0 ... 0 0 0]
236,CCC[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)C/C=C/C[C@@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)C[C@@H](CC(C)C)C(=O)O)NC1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559f20>,[0 1 0 ... 0 0 0]
237,O=CCC(O)(O)CC=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559580>,[0 0 0 ... 0 0 0]
238,[H]/N=C(\CCl)CCCC[C@H](NC(=O)c1ccccc1C(=O)O)c1nc2ccccc2[nH]1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559510>,[0 1 0 ... 0 0 0]
239,CC(=O)CCC(=O)c1ncc(Cl)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559430>,[0 0 0 ... 0 0 0]
240,CC(=O)CCC(=O)c1ncc(-c2cccc(Cl)c2)cc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005596d0>,[0 0 0 ... 0 0 0]
241,Cc1cccc(C(F)(F)F)c1C(=O)OCC(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]1CCCO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500559120>,[0 1 0 ... 0 0 0]
242,C=C1CCC(N(C)C2CCc3ccccc32)c2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005593c0>,[0 0 0 ... 0 0 0]
243,C=C1CCC(N(C)C2CCCc3ccccc32)c2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005590b0>,[0 0 0 ... 0 0 0]
244,C/C(=C\O)c1c2ccccc2nc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500530f20>,[0 0 0 ... 0 0 0]
245,CC(OC(=O)N1C(=O)N[C@@H]2[C@H](CCCCC(=O)CCCOCC(=O)ON3C(=O)CC(S(=O)(=O)O)C3=O)SC[C@@H]21)c1cc2c(cc1[N+](=O)[O-])OCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005836d0>,[0 1 0 ... 0 0 0]
246,CC(OC(=O)N1C(=O)C[C@@H]2C(CCCCC(=O)CC(CCC(=O)ON3C(=O)CC(S(=O)(=O)O)C3=O)C(=O)ON3C(=O)CC(S(=O)(=O)O)C3=O)CC[C@@H]21)c1cc2c(cc1[N+](=O)[O-])OCO2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500583660>,[0 1 0 ... 0 0 0]
247,CC(F)(F)CNS(=O)(=O)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005835f0>,[1 0 0 ... 0 0 0]
248,CCC(CNS(=O)(=O)C(F)(F)F)OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500583580>,[0 1 0 ... 0 0 0]
249,CC(C)OCCCNS(=O)(=O)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500583510>,[0 1 0 ... 0 0 0]
250,COc1cccc(C(=O)Cc2cn3cc(C45COC(C)(C4)C5)nc3c(OC)n2)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475005834a0>,[1 0 0 ... 0 0 0]
251,CC(C)OC(=O)N1CCN(Cc2ccc(-c3ccccc3)cc2F)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4040>,[0 1 0 ... 0 0 0]
252,CC(OC(=O)N1CCN(Cc2cc(Cl)ccc2N2CCCC2)CC1)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d40b0>,[0 1 0 ... 0 0 0]
253,CC(OC(=O)N1CCN(Cc2cccc(Cl)c2N2CCCC2)CC1)C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4120>,[0 1 0 ... 0 0 0]
254,COc1cc(-c2ccccc2)ccc1CN1CCN(C(=O)OC(C)C(F)(F)F)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4190>,[0 1 0 ... 0 0 0]
255,Cc1ccc(CN2CCN(C(=O)OC(C)C(F)(F)F)CC2)c(N2CCOCC2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4200>,[0 1 0 ... 0 0 0]
256,O=c1cc(SC2=NCC=N2)c2ccccc2o1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4270>,[0 0 0 ... 0 0 0]
257,Cc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(C)(=O)=O)nn(C)c34)c(C(C)C)nc2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d42e0>,[0 1 0 ... 0 0 0]
258,Cc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(C)(=O)=O)nn(CC(F)F)c34)c(C(C)C)nc2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4350>,[0 1 0 ... 0 0 0]
259,Cc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(C)(=O)=O)nn(CC(F)(F)F)c34)c(C(C)C)nc2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d43c0>,[0 1 0 ... 0 0 0]
260,Cc1ccc2c(=O)n(-c3ccc(Cl)c4c(NS(=O)(=O)C5CC5)nn(CC(F)F)c34)c(C(C)C)nc2n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4430>,[0 1 0 ... 0 0 0]
261,CCOC(=O)NC(=O)/C(C#N)=N/Cc1cc(Cl)c(Cn2cc(C(C)C)c(=O)[nH]c2=O)c(Cl)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d44a0>,[0 1 0 ... 0 0 0]
262,CCn1ncc(CN(C)C(=O)c2cc(-c3ccc(OCCCC(C)=O)c(C)n3)nc3ccc(C)cc23)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4510>,[0 0 0 ... 0 0 0]
263,CC(=O)CNCC(=O)OCC1c2ccccc2-c2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4580>,[0 0 0 ... 0 0 0]
264,Cc1ccc2c(n1)C(=O)C(Cl)=C(Cc1ccc(N3CCN(C)CC3)c(C(F)(F)F)c1)C2=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d45f0>,[0 0 0 ... 0 0 0]
265,Cc1ccc2c(C(C)CCOc3cccc4cc(F)ccc34)c(C(=O)[OH2+])n3c2c1-c1c(nn(C)c1C)COCCCC3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4660>,[0 1 0 ... 0 0 0]
266,[2H]c1c([2H])c([2H])c2c(c1[2H])c1c([2H])c([2H])c(C)c([2H])c1n2-c1cc2c3c(c1)Oc1ccccc1B3c1ccccc1O2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d46d0>,[0 0 0 ... 0 0 0]
267,[2H]c1c([2H])c([2H])c2c(c1[2H])Oc1cc(-n3c4c([2H])c([2H])c([2H])c([2H])c4c4c([2H])c([2H])c(C)c([2H])c43)cc3c1B2c1c([2H])c([2H])c([2H])c([2H])c1O3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4740>,[0 0 0 ... 0 0 0]
268,[2H]c1c([2H])c([2H])c([Si](c2c([2H])c([2H])c([2H])c([2H])c2[2H])(c2c([2H])c([2H])c(C)c([2H])c2[2H])c2c([2H])c3c4c(c2[2H])Oc2c([2H])c([2H])c([2H])c([2H])c2B4c2c([2H])c([2H])c([2H])c([2H])c2O3)c([2H])c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d47b0>,[0 0 0 ... 0 0 0]
269,[2H]c1c([2H])c([2H])c([Si](c2c([2H])c([2H])c([2H])c([2H])c2[2H])(c2c([2H])c([2H])c([2H])c(C)c2[2H])c2c([2H])c([2H])c([2H])c(-c3c([2H])c4c5c(c3[2H])Oc3c([2H])c([2H])c([2H])c([2H])c3B5c3c([2H])c([2H])c([2H])c([2H])c3O4)c2[2H])c([2H])c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4820>,[0 0 0 ... 0 0 0]
270,CC(C)c1c(-c2cc(F)cc3[nH]ccc23)[nH]c(C(=O)O)c1-c1ccc(Oc2ccccc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4890>,[0 1 0 ... 0 0 0]
271,COC[C@@]1(O)CC[C@@]2(C)[C@@H](CCC3[C@@H]4CC[C@H](C(=O)CBr)C4(C)CC[C@@H]32)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4900>,[0 0 0 ... 0 0 0]
272,COC[C@@]1(O)CCC2(C)[C@@H](CCC3[C@@H]2CC[C@]2(C)C(C(=O)CBr)CC[C@@H]32)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002d4970>,[0 0 0 ... 0 0 0]
273,CCN(CC)Cc1ccc(NC(=O)c2ccc(C)c(I)c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475001e9cf0>,[0 0 0 ... 0 0 0]
274,CCc1nc2ccc(-c3cnc(N4CCC(CC(=O)C5C[C@H](O)CN5)CC4)nc3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475001e9eb0>,[0 0 0 ... 0 0 0]
275,CCc1nc2ccc(-c3cnc(N4CCC(CC(=O)[C@H]5C[C@H](O)CN5)CC4)nc3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002dac80>,[0 0 0 ... 0 0 0]
276,CCc1cc(F)cnc1O[C@@H](C)CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002dad60>,[0 1 0 ... 0 0 0]
277,COc1ccc([C@@H]2NC(=O)O[C@H]2CN)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002dacf0>,[0 0 0 ... 0 0 0]
278,CCCNC(=O)c1cccc(Cc2cc(Cc3ccccc3)ccn2)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002dadd0>,[0 0 0 ... 0 0 0]
279,CCCNC(=O)c1cccc(Cc2cc(Cc3ccc(F)cc3)ccn2)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002dae40>,[0 0 0 ... 0 0 0]
280,CCCNC(=O)c1cccc(Cc2cc(Cc3cccc(F)c3)ccn2)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002daeb0>,[0 0 0 ... 0 0 0]
281,CCCNC(=O)c1cccc(Cc2cc(Cc3ccc(Cl)cc3F)ccn2)c1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002daf20>,[0 0 0 ... 0 0 0]
282,COc1ccc(C[C@H](NC(=O)[C@@H]2C/C=C/C[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N2)C(=O)C[C@@H](CC(C)C)C(=O)O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002daf90>,[0 1 0 ... 0 0 0]
283,O=Cc1ccccc1CC(O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725040>,[0 1 0 ... 0 0 0]
284,CC(C)c1cc(C2CCCCC2)cc(C2CCCCC2)c1S(=O)(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007250b0>,[0 1 1 ... 0 0 0]
285,Cc1cnc(Nc2ccc(C3CCN(C)CC3)c(F)n2)nc1Cc1cc(CS(=O)(=O)C(C)(C)C)ncn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725120>,[0 0 0 ... 0 0 0]
286,CC(C)c1ccc2c(c1)c1cc(C(C)C)cc3c1n2-c1cc(-c2cnccn2)cc2c1B3c1cc(C(C)C)cc3c4cc(C(C)C)ccc4n-2c13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725190>,[0 1 0 ... 0 0 0]
287,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cnccn2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725200>,[0 0 0 ... 0 0 0]
288,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2nc(-c4ccccc4)nc(-c4ccccc4)n2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725270>,[0 0 0 ... 0 0 0]
289,CC(C)(C)OC(=O)C[C@@H]1C2Oc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3[C@H]21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007252e0>,[0 0 0 ... 0 0 0]
290,O=C(Cc1cc(F)c(F)cc1F)C[C@@H]1C2Oc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3[C@H]21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725350>,[0 0 0 ... 0 0 0]
291,CCCCOC(=O)C[C@H](CC(=O)[C@]1(C(C)C)CC(c2nccc3ccccc23)=NO1)C(=O)CF,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007253c0>,[0 1 0 ... 0 0 0]
292,Cn1ccc(C(C)(C)C)c1C(F)(F)F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725430>,[0 0 0 ... 0 0 0]
293,COc1ccc(F)c(-c2cc(C(=O)Oc3cccc([C@@H](CC(C)=O)C4CC4)c3)on2)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007254a0>,[0 1 0 ... 0 0 0]
294,COc1cc(-c2ccc(C(=O)Oc3cccc([C@@H](CC(C)=O)C4CC4)c3)c(C)c2)c(F)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725510>,[0 1 0 ... 0 0 0]
295,CC(=O)C[C@H](c1cccc(OC(=O)C2CCN(C(C)c3cc(C)ccc3C(F)(F)F)C2)c1)C1CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725580>,[0 1 0 ... 0 0 0]
296,CC(=O)C[C@H](c1cccc(OC(=O)C2(C)CN(C(C)c3cc(C(F)(F)F)ccc3C(F)(F)F)C2)c1)C1CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007255f0>,[0 1 0 ... 0 0 0]
297,CC(=O)C[C@H](c1cccc(OC(=O)C2CCN(C(C)c3cc(C(F)(F)F)ccc3C(F)(F)F)CC2)c1)C1CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725660>,[0 1 0 ... 0 0 0]
298,CCN(Cc1cc(-c2cc(OC)ncc2F)ccc1C(=O)Oc1cccc([C@@H](CC(C)=O)C2CC2)c1)C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007256d0>,[0 1 0 ... 0 0 0]
299,CCN(Cc1cc(C(=O)Oc2cccc([C@@H](CC(C)=O)C3CC3)c2)c(C)cc1-c1cc(OC)ncc1F)C(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725740>,[0 1 0 ... 0 0 0]
300,CCc1oc(=O)oc1COC(=O)N[C@@]1(C)[C@@H]2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007257b0>,[0 0 0 ... 0 0 0]
301,CN(C)c1ccc2cc3cc(C4=Nc5ccccc5C4)c(=O)oc3cc2c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725820>,[0 0 0 ... 0 0 0]
302,C=CCOCCOCC(O)COCC(O)COCCOCC(F)(F)OC(F)(F)COCC(O)COCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725890>,[0 1 0 ... 0 0 0]
303,CC1([C@@H]2CNC(=O)C2C(=O)O)C=C(F)C=C(F)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725900>,[0 0 0 ... 0 0 0]
304,CC1(C)O[C@@H]2[C@@H](CCc3ccc4cc5c(nc4c3)CCC5)C[C@@H](n3ccc4c(N)ncnc43)[C@@H]2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725970>,[0 0 0 ... 0 0 0]
305,CC(C)c1cc(S(=O)(=O)O)c(C(C)C)cc1OC(=O)c1ccc(C2CC3CCC2C3)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475007259e0>,[0 1 0 ... 0 0 1]
306,C=CC(=C)[C@@H]1C[C@@H](OC(=O)CCl)[C@]2(C)[C@H](C)CC[C@]3(CC=C(C)[C@H]32)[C@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725a50>,[0 0 0 ... 0 0 0]
307,C=CC(=C)[C@@H]1C[C@@H](OC(=O)CCl)[C@]2(C)[C@H](C)CC[C@]3(C[C@H](O)[C@]4(C)O[C@@]324)[C@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725ac0>,[0 0 0 ... 0 0 0]
308,COc1nc(CC(=O)c2cccc(C(F)F)n2)cn2cc(C3CCOC(C)(C)C3)nc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725b30>,[1 1 0 ... 0 0 0]
309,COc1cc2nn(C3CC(C(=O)O)C3)cc2cc1NC(=O)c1cccc(C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725ba0>,[0 0 0 ... 0 0 0]
310,c1ccc(-c2ccc(-c3ccc(N(c4ccc5c(c4)sc4ccc6ccccc6c45)c4cccc5c4c4ccccc4n5-c4ccccc4)cc3)c3ccccc23)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725c10>,[0 0 0 ... 0 0 0]
311,CCOc1cccc(-c2nc3ncc(CS(=O)(=O)N4CCNCC4)nc3n2-c2c(OC)cccc2OC)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725c80>,[0 0 0 ... 0 0 0]
312,CCCc1c(C)cccc1C(=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725cf0>,[0 0 0 ... 0 0 0]
313,CC(Nc1c(C#N)cnc2ccc(-c3cnc4c(c3)N=NC4)cc12)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725d60>,[0 1 0 ... 0 0 0]
314,C=CCOC(=O)N1c2cc(OCCCCCOc3cc4c(cc3OC)C(=O)N3CC[C@H]3C(O)N4C(=O)OCC=C)c(C)cc2C(=O)N2CC[C@H]2C1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725dd0>,[0 0 0 ... 0 0 0]
315,C=CCOC(=O)Nc1cc(OCCCCCOc2cc(NC(=O)OCC=C)c(C(=O)N3CC[C@H]3CO)cc2OC)c(C)cc1C(=O)N1CC[C@H]1CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725e40>,[0 0 0 ... 0 0 0]
316,CC[C@@H]1CCN1C(=O)c1cc(C)c(OCCCCCOc2cc(N)c(C(=O)N3CC[C@H]3CO[Si](C)(C)C(C)(C)C)cc2OC)cc1N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725eb0>,[0 0 0 ... 0 0 0]
317,CC[C@@H]1CCN1C(=O)c1cc(C)c(OCCCCCOc2cc([N+](=O)[O-])c(C(=O)N3CC[C@H]3CO[Si](C)(C)C(C)(C)C)cc2OC)cc1[N+](=O)[O-],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725f20>,[0 0 0 ... 0 0 0]
318,C=CCOC(=O)Nc1cc(OCCCCCOc2cc(NC(=O)OCC=C)c(C(=O)N3CC[C@H]3CO[Si](C)(C)C(C)(C)C)cc2C)c(OC)cc1C(=O)N1CC[C@H]1CC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500725f90>,[0 0 0 ... 0 0 0]
319,CCOCC(COCC)(COCC)COCCO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5040>,[0 0 0 ... 0 0 0]
320,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccc(OCCCOCCCCCOc3ncc(N4C(=S)N(c5ccc(C#N)c(C(F)(F)F)c5F)C(=O)C4(C)C)cc3F)cc2)C(C)(C)C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c50b0>,[0 1 0 ... 0 0 0]
321,COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(OC(=O)N(C)CCN(C)C(=O)OCc3ccc(NC(=O)[C@H](CCCNC(N)=O)CC(=O)[C@@H](NC(=O)OCCOCCN5C(=O)C=CC5=O)C(C)C)cc3)c3oc(C)nc43)[nH]c2c(OC)c1OC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5120>,[0 1 0 ... 0 0 0]
322,Cc1cccc(-c2ccc3c(c2)Oc2ccccc2C32c3ccccc3P(=O)(c3ccccc3)c3cc4oc5ccccc5c4cc32)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5190>,[0 0 0 ... 0 0 0]
323,c1ccc(-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4-n4c5ccccc5c5ccc6oc7c(-c8ccc(-c9ccccc9)cc8)cccc7c6c54)n3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475008c5200>,[0 0 0 ... 0 0 0]
